0,"PHILIPSE MANOR HALL (YONKERS, NY)",40.9356751,-73.8994713
1,"BALDWIN",null,null
2,"GREAT NECK ESTATES, NY",40.7870459,-73.73679829999999
3,"Europe",54.5259614,15.2551187
4,"America",37.09024,-95.712891
5,"North Pole",null,null
6,"Black One Piece Red",null,null
